GenderSelect,Country,Age,EmploymentStatus,StudentStatus,LearningDataScience,CodeWriter,CareerSwitcher,CurrentJobTitleSelect,TitleFit,CurrentEmployerType,MLToolNextYearSelect,MLMethodNextYearSelect,LanguageRecommendationSelect,PublicDatasetsSelect,LearningPlatformSelect,LearningPlatformUsefulnessArxiv,LearningPlatformUsefulnessBlogs,LearningPlatformUsefulnessCollege,LearningPlatformUsefulnessCompany,LearningPlatformUsefulnessConferences,LearningPlatformUsefulnessFriends,LearningPlatformUsefulnessKaggle,LearningPlatformUsefulnessNewsletters,LearningPlatformUsefulnessCommunities,LearningPlatformUsefulnessDocumentation,LearningPlatformUsefulnessCourses,LearningPlatformUsefulnessProjects,LearningPlatformUsefulnessPodcasts,LearningPlatformUsefulnessSO,LearningPlatformUsefulnessTextbook,LearningPlatformUsefulnessTradeBook,LearningPlatformUsefulnessTutoring,LearningPlatformUsefulnessYouTube,BlogsPodcastsNewslettersSelect,LearningDataScienceTime,JobSkillImportanceBigData,JobSkillImportanceDegree,JobSkillImportanceStats,JobSkillImportanceEnterpriseTools,JobSkillImportancePython,JobSkillImportanceR,JobSkillImportanceSQL,JobSkillImportanceKaggleRanking,JobSkillImportanceMOOC,JobSkillImportanceVisualizations,JobSkillImportanceOtherSelect1,JobSkillImportanceOtherSelect2,JobSkillImportanceOtherSelect3,CoursePlatformSelect,HardwarePersonalProjectsSelect,TimeSpentStudying,ProveKnowledgeSelect,DataScienceIdentitySelect,FormalEducation,MajorSelect,Tenure,PastJobTitlesSelect,FirstTrainingSelect,LearningCategorySelftTaught,LearningCategoryOnlineCourses,LearningCategoryWork,LearningCategoryUniversity,LearningCategoryKaggle,LearningCategoryOther,MLSkillsSelect,MLTechniquesSelect,ParentsEducation,EmployerIndustry,EmployerSize,EmployerSizeChange,EmployerMLTime,EmployerSearchMethod,UniversityImportance,JobFunctionSelect,WorkHardwareSelect,WorkDataTypeSelect,WorkProductionFrequency,WorkDatasetSize,WorkAlgorithmsSelect,WorkToolsSelect,WorkToolsFrequencyAmazonML,WorkToolsFrequencyAWS,WorkToolsFrequencyAngoss,WorkToolsFrequencyC,WorkToolsFrequencyCloudera,WorkToolsFrequencyDataRobot,WorkToolsFrequencyFlume,WorkToolsFrequencyGCP,WorkToolsFrequencyHadoop,WorkToolsFrequencyIBMCognos,WorkToolsFrequencyIBMSPSSModeler,WorkToolsFrequencyIBMSPSSStatistics,WorkToolsFrequencyIBMWatson,WorkToolsFrequencyImpala,WorkToolsFrequencyJava,WorkToolsFrequencyJulia,WorkToolsFrequencyJupyter,WorkToolsFrequencyKNIMECommercial,WorkToolsFrequencyKNIMEFree,WorkToolsFrequencyMathematica,WorkToolsFrequencyMATLAB,WorkToolsFrequencyAzure,WorkToolsFrequencyExcel,WorkToolsFrequencyMicrosoftRServer,WorkToolsFrequencyMicrosoftSQL,WorkToolsFrequencyMinitab,WorkToolsFrequencyNoSQL,WorkToolsFrequencyOracle,WorkToolsFrequencyOrange,WorkToolsFrequencyPerl,WorkToolsFrequencyPython,WorkToolsFrequencyQlik,WorkToolsFrequencyR,WorkToolsFrequencyRapidMinerCommercial,WorkToolsFrequencyRapidMinerFree,WorkToolsFrequencySalfrod,WorkToolsFrequencySAPBusinessObjects,WorkToolsFrequencySASBase,WorkToolsFrequencySASEnterprise,WorkToolsFrequencySASJMP,WorkToolsFrequencySpark,WorkToolsFrequencySQL,WorkToolsFrequencyStan,WorkToolsFrequencyStatistica,WorkToolsFrequencyTableau,WorkToolsFrequencyTensorFlow,WorkToolsFrequencyTIBCO,WorkToolsFrequencyUnix,WorkToolsFrequencySelect1,WorkToolsFrequencySelect2,WorkFrequencySelect3,WorkMethodsSelect,WorkMethodsFrequencyA/B,WorkMethodsFrequencyAssociationRules,WorkMethodsFrequencyBayesian,WorkMethodsFrequencyCNNs,WorkMethodsFrequencyCollaborativeFiltering,WorkMethodsFrequencyCross-Validation,WorkMethodsFrequencyDataVisualization,WorkMethodsFrequencyDecisionTrees,WorkMethodsFrequencyEnsembleMethods,WorkMethodsFrequencyEvolutionaryApproaches,WorkMethodsFrequencyGANs,WorkMethodsFrequencyGBM,WorkMethodsFrequencyHMMs,WorkMethodsFrequencyKNN,WorkMethodsFrequencyLiftAnalysis,WorkMethodsFrequencyLogisticRegression,WorkMethodsFrequencyMLN,WorkMethodsFrequencyNaiveBayes,WorkMethodsFrequencyNLP,WorkMethodsFrequencyNeuralNetworks,WorkMethodsFrequencyPCA,WorkMethodsFrequencyPrescriptiveModeling,WorkMethodsFrequencyRandomForests,WorkMethodsFrequencyRecommenderSystems,WorkMethodsFrequencyRNNs,WorkMethodsFrequencySegmentation,WorkMethodsFrequencySimulation,WorkMethodsFrequencySVMs,WorkMethodsFrequencyTextAnalysis,WorkMethodsFrequencyTimeSeriesAnalysis,WorkMethodsFrequencySelect1,WorkMethodsFrequencySelect2,WorkMethodsFrequencySelect3,TimeGatheringData,TimeModelBuilding,TimeProduction,TimeVisualizing,TimeFindingInsights,TimeOtherSelect,AlgorithmUnderstandingLevel,WorkChallengesSelect,WorkChallengeFrequencyPolitics,WorkChallengeFrequencyUnusedResults,WorkChallengeFrequencyUnusefulInstrumenting,WorkChallengeFrequencyDeployment,WorkChallengeFrequencyDirtyData,WorkChallengeFrequencyExplaining,WorkChallengeFrequencyPass,WorkChallengeFrequencyIntegration,WorkChallengeFrequencyTalent,WorkChallengeFrequencyDataFunds,WorkChallengeFrequencyDomainExpertise,WorkChallengeFrequencyML,WorkChallengeFrequencyTools,WorkChallengeFrequencyExpectations,WorkChallengeFrequencyITCoordination,WorkChallengeFrequencyHiringFunds,WorkChallengeFrequencyPrivacy,WorkChallengeFrequencyScaling,WorkChallengeFrequencyEnvironments,WorkChallengeFrequencyClarity,WorkChallengeFrequencyDataAccess,WorkChallengeFrequencyOtherSelect,WorkDataVisualizations,WorkInternalVsExternalTools,WorkMLTeamSeatSelect,WorkDatasets,WorkDatasetsChallenge,WorkDataStorage,WorkDataSharing,WorkDataSourcing,WorkCodeSharing,RemoteWork,CompensationAmount,CompensationCurrency,SalaryChange,JobSatisfaction,JobSearchResource,JobHuntTime,JobFactorLearning,JobFactorSalary,JobFactorOffice,JobFactorLanguages,JobFactorCommute,JobFactorManagement,JobFactorExperienceLevel,JobFactorDepartment,JobFactorTitle,JobFactorCompanyFunding,JobFactorImpact,JobFactorRemote,JobFactorIndustry,JobFactorLeaderReputation,JobFactorDiversity,JobFactorPublishingOpportunity
Male,India,25,Employed full-time,,,No,Yes,Business Analyst,Fine,"Employed by professional services/consulting firm,Employed by college or university",Amazon Machine Learning,Text Mining,R,GitHub,Online courses,,,,,,,,,,,Very useful,,,,,,,,"Becoming a Data Scientist Podcast,KDnuggets Blog,Siraj Raval YouTube Channel",< 1 year,Nice to have,Nice to have,Necessary,Necessary,Nice to have,Necessary,Necessary,Nice to have,Nice to have,Nice to have,,,,Coursera,GPU accelerated Workstation,2 - 10 hours,Kaggle Competitions,No,Master's degree,Other,Less than a year,"Programmer,Software Developer/Software Engineer","Online courses (coursera, udemy, edx, etc.)",0,90,0,10,0,0,Outlier detection (e.g. Fraud detection),Logistic Regression,A professional degree,Mix of fields,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tech-specific job board,6-10,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Very Important,Somewhat important,Somewhat important
Male,Taiwan,26,Employed full-time,,,Yes,,Programmer,Poorly,Employed by a company that doesn't perform advanced analytics,Julia,Deep learning,Python,"Dataset aggregator/platform (i.e. Socrata/Kaggle Datasets/data.world/etc.),GitHub,Government website,I collect my own data (e.g. web-scraping)","Conferences,Kaggle,Online courses,Personal Projects,Tutoring/mentoring,YouTube Videos",,,,,Very useful,,Very useful,,,,Somewhat useful,Very useful,,,,,Somewhat useful,Somewhat useful,"Data Machina Newsletter,No Free Hunch Blog,O'Reilly Data Newsletter",,,,,,,,,,,,,,,,,,,Yes,Master's degree,Computer Science,Less than a year,Programmer,Work,10,5,50,0,35,0,"Natural Language Processing,Recommendation Engines,Supervised Machine Learning (Tabular Data)","Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Ensemble Methods,Gradient Boosting,Logistic Regression,Neural Networks - CNNs,Neural Networks - RNNs",A bachelor's degree,Government,"1,000 to 4,999 employees",Increased slightly,1-2 years,"A friend, family member, or former colleague told me",Very important,"Build and/or run the data infrastructure that your business uses for storing, analyzing, and operationalizing data",GPU accelerated Workstation,Text data,Sometimes,1GB,"CNNs,Ensemble Methods,Gradient Boosted Machines,Neural Networks,Random Forests,RNNs","Python,Spark / MLlib",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Most of the time,,,,,,,,,,Rarely,,,,,,,,,,,"A/B Testing,CNNs,Cross-Validation,Ensemble Methods,Natural Language Processing,Neural Networks,Recommender Systems,Text Analytics",Rarely,,,Often,,Often,,,Often,,,,,,,,,,Often,Often,,,,Often,,,,,Often,,,,,70,29,1,0,0,0,Enough to explain the algorithm to someone non-technical,"Company politics / Lack of management/financial support for a data science team,Data Science results not used by business decision makers,Difficulties in deployment/scoring,Lack of funds to buy useful datasets from external sources,Lack of significant domain expert input,The lack of a clear question to be answering or a clear direction to go in with the available data,Unavailability of/difficult access to data",Often,Often,,Often,,,,,,Often,Often,,,,,,,,,Often,Most of the time,,None,More external than internal,IT Department,government opendata,,"Flat files not in a database or cache (e.g. CSV, JSON, XML, PNG, MPG),Graph (e.g. GraphBase/Neo4j)","Email,I don't typically share data",,Git,Rarely,"648,000",TWD,Has stayed about the same (has not increased or decreased more than 5%),4,,,,,,,,,,,,,,,,,,
Male,India,24,Employed full-time,,,Yes,,Software Developer/Software Engineer,Perfectly,"Employed by company that makes advanced analytic software,Employed by college or university,Employed by a company that performs advanced analytics",TensorFlow,Time Series Analysis,R,"Dataset aggregator/platform (i.e. Socrata/Kaggle Datasets/data.world/etc.),University/Non-profit research group websites","Blogs,College/University,Kaggle,Online courses",,Somewhat useful,Very useful,,,,Somewhat useful,,,,Very useful,,,,,,,,"FastML Blog,KDnuggets Blog,R Bloggers Blog Aggregator",,,,,,,,,,,,,,,,,,,Sort of (Explain more),Some college/university study without earning a bachelor's degree,Computer Science,1 to 2 years,"Engineer,Programmer,Software Developer/Software Engineer","Online courses (coursera, udemy, edx, etc.)",20,70,10,0,0,0,Supervised Machine Learning (Tabular Data),Neural Networks - CNNs,A bachelor's degree,Retail,"10,000 or more employees",Stayed the same,6-10 years,I was contacted directly by someone at the company (e.g. internal recruiter),Very important,"Build and/or run the data infrastructure that your business uses for storing, analyzing, and operationalizing data","Basic laptop (Macbook),Laptop + Cloud service (AWS, Azure, GCE ...)","Text data,Relational data",Rarely,1GB,"Decision Trees,Regression/Logistic Regression","Java,Jupyter notebooks,Spark / MLlib,SQL",,,,,,,,,,,,,,,Most of the time,,Most of the time,,,,,,,,,,,,,,,,,,,,,,,,Sometimes,Often,,,,,,,,,,"Cross-Validation,Data Visualization,Decision Trees,Logistic Regression,Naive Bayes",,,,,,Often,Often,Often,,,,,,,,Often,,Sometimes,,,,,,,,,,,,,,,,50,20,10,10,10,0,Enough to tune the parameters properly,Difficulties in deployment/scoring,,,,Often,,,,,,,,,,,,,,,,,,,51-75% of projects,More internal than external,Standalone Team,,,"Column-oriented relational (e.g. KDB/MariaDB),Flat files not in a database or cache (e.g. CSV, JSON, XML, PNG, MPG),Other tabular (e.g. Cassandra/BigTable/BigQuery/Redshift)","Commercial Data Platform,Company Developed Platform,Email",,"Bitbucket,Git",Sometimes,2200000,INR,Has increased between 6% and 19%,5,,,,,,,,,,,,,,,,,,
Male,United States,29,Employed full-time,,,Yes,,Data Scientist,Fine,Employed by non-profit or NGO,Python,Deep learning,Python,Dataset aggregator/platform (i.e. Socrata/Kaggle Datasets/data.world/etc.),"Blogs,Official documentation,Online courses,Stack Overflow Q&A,Textbook,YouTube Videos",,Somewhat useful,,,,,,,,Somewhat useful,Somewhat useful,,,Very useful,Very useful,,,Somewhat useful,R Bloggers Blog Aggregator,,,,,,,,,,,,,,,,,,,,Master's degree,Biology,1 to 2 years,"Data Analyst,Researcher",University courses,70,10,10,10,0,0,,,A bachelor's degree,Non-profit,10 to 19 employees,Decreased slightly,More than 10 years,I was contacted directly by someone at the company (e.g. internal recruiter),Important,Analyze and understand data to influence product or business decisions,Laptop or Workstation and private datacenters,Relational data,Never,10MB,"Bayesian Techniques,Regression/Logistic Regression","R,Other",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Most of the time,,,,,,,,,,,,,,,,Often,,,"Cross-Validation,Data Visualization,Logistic Regression,Naive Bayes,Simulation",,,,,,Rarely,Often,,,,,,,,,Sometimes,,Sometimes,,,,,,,,,Sometimes,,,,,,,50,30,0,10,10,0,Enough to explain the algorithm to someone non-technical,"Dirty data,Lack of significant domain expert input,Organization is small and cannot afford a data science team,Unavailability of/difficult access to data",,,,,Often,,,,,,Often,,,,,Sometimes,,,,,Sometimes,,100% of projects,More internal than external,Standalone Team,NLCD; NASA Lansat,Lack of good metadata.,"Flat files not in a database or cache (e.g. CSV, JSON, XML, PNG, MPG),Row-oriented relational (e.g. MySQL/Microsoft SQL Server)",Other,Dropbox or Github,Generic non-cloud file sharing software (Email/Shared Server/etc.),Rarely,"37,000",,I was not employed 3 years ago,7,,,,,,,,,,,,,,,,,,
Male,Argentina,38,Employed full-time,,,No,Yes,Software Developer/Software Engineer,,,TensorFlow,Deep learning,Python,"Dataset aggregator/platform (i.e. Socrata/Kaggle Datasets/data.world/etc.),Government website","Arxiv,Blogs,College/University,Kaggle,Textbook,YouTube Videos",Somewhat useful,Very useful,Very useful,,,,Very useful,,,,,,,,Very useful,,,Very useful,"KDnuggets Blog,R Bloggers Blog Aggregator",1-2 years,Necessary,Nice to have,Nice to have,Unnecessary,Necessary,Nice to have,Nice to have,Nice to have,Nice to have,Necessary,,,,,Basic laptop (Macbook),2 - 10 hours,Experience from work in a company related to ML,Yes,Bachelor's degree,Computer Science,3 to 5 years,Computer Scientist,University courses,50,25,25,0,0,0,Recommendation Engines,"Logistic Regression,Neural Networks - CNNs",,Technology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Company's Web site/job listing page,1-2,Very Important,Somewhat important,Somewhat important,Very Important,Somewhat important,Somewhat important,Somewhat important,Very Important,Very Important,Somewhat important,Somewhat important,Very Important,Very Important,Very Important,Somewhat important,Somewhat important
Male,People 's Republic of China,21,"Not employed, and not looking for work",Yes,"Yes, I'm focused on learning mostly data science skills",,,,,,I don't plan on learning a new tool/technology,Text Mining,Python,"Dataset aggregator/platform (i.e. Socrata/Kaggle Datasets/data.world/etc.),Government website,I collect my own data (e.g. web-scraping),University/Non-profit research group websites","Arxiv,Blogs,College/University,Conferences,Online courses,Personal Projects,Stack Overflow Q&A",Very useful,Very useful,Somewhat useful,,Very useful,,,,,,Very useful,Somewhat useful,,Very useful,,,,,,1-2 years,Necessary,Necessary,Necessary,Unnecessary,Necessary,Necessary,Unnecessary,Nice to have,Nice to have,Unnecessary,,,,Coursera,"Basic laptop (Macbook),Laptop + Cloud service (AWS, Azure, GCE ...),Laptop or Workstation and local IT supported servers",2 - 10 hours,PhD,Yes,Bachelor's degree,Mathematics or statistics,,Researcher,"Online courses (coursera, udemy, edx, etc.)",NA,NA,NA,NA,NA,NA,"Adversarial Learning,Computer Vision,Natural Language Processing,Time Series","Bayesian Techniques,Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Ensemble Methods,Gradient Boosting,Logistic Regression,Neural Networks - CNNs,Neural Networks - GANs,Neural Networks - RNNs,Support Vector Machines (SVMs)",A doctoral degree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tech-specific job board,0,Very Important,Very Important,Very Important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Very Important,Very Important,Somewhat important,Not important,Not important,Very Important,Somewhat important,Somewhat important,Very Important
Male,United States,26,Employed full-time,,,Yes,,Business Analyst,Poorly,Employed by a company that doesn't perform advanced analytics,R,Bayesian Methods,R,Government website,"Blogs,College/University,Non-Kaggle online communities,Stack Overflow Q&A",,Very useful,Very useful,,,,,,Very useful,,,,,Very useful,,,,,,,,,,,,,,,,,,,,,,,,No,Bachelor's degree,Other,3 to 5 years,Other,"Online courses (coursera, udemy, edx, etc.)",40,30,20,10,0,0,,Logistic Regression,A master's degree,Other,500 to 999 employees,Stayed the same,Less than one year,A general-purpose job board,Very important,Analyze and understand data to influence product or business decisions,Basic laptop (Macbook),Text data,Sometimes,1MB,,"Python,R,SQL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Often,,Most of the time,,,,,,,,,Rarely,,,,,,,,,,Text Analytics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rarely,,,,,35,25,10,15,15,0,"Enough to code it again from scratch, albeit it may run slowly","Company politics / Lack of management/financial support for a data science team,Did not instrument data useful for scientific analysis and decision-making,Dirty data,Lack of data science talent in the organization,Organization is small and cannot afford a data science team,The lack of a clear question to be answering or a clear direction to go in with the available data",Often,,Often,,Most of the time,,,,Sometimes,,,,,,,Often,,,,Sometimes,,,10-25% of projects,More internal than external,Business Department,,Dirty data; recorded data does not align with organizational needs,"Flat files not in a database or cache (e.g. CSV, JSON, XML, PNG, MPG)","Email,Share Drive/SharePoint",,Generic non-cloud file sharing software (Email/Shared Server/etc.),Sometimes,74000,,Has stayed about the same (has not increased or decreased more than 5%),8,,,,,,,,,,,,,,,,,,
Male,India,19,"Not employed, but looking for work",,,,,,,,TensorFlow,Neural Nets,Python,Google Search,"Blogs,Kaggle,Online courses,Stack Overflow Q&A,YouTube Videos",,Very useful,,,,,Very useful,,,,Somewhat useful,,,Very useful,,,,Very useful,"Siraj Raval YouTube Channel,Talking Machines Podcast,Other (Separate different answers with semicolon)",< 1 year,Nice to have,Necessary,Nice to have,Unnecessary,Necessary,Nice to have,Nice to have,Necessary,Nice to have,Nice to have,Necessary,Necessary,Nice to have,"Coursera,DataCamp,edX,Udacity",Gaming Laptop (Laptop + CUDA capable GPU),2 - 10 hours,Kaggle Competitions,No,Bachelor's degree,Computer Science,Less than a year,I haven't started working yet,Self-taught,60,20,10,0,10,0,"Supervised Machine Learning (Tabular Data),Other (please specify; separate by semi-colon)",Logistic Regression,I prefer not to answer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tech-specific job board,1-2,Very Important,Somewhat important,Very Important,Very Important,Very Important,Very Important,Somewhat important,Somewhat important,Not important,Not important,Very Important,Somewhat important,Somewhat important,Not important,Somewhat important,Somewhat important
Male,India,19,"Not employed, and not looking for work",Yes,"Yes, I'm focused on learning mostly data science skills",,,,,,Hadoop/Hive/Pig,Deep learning,Python,"Dataset aggregator/platform (i.e. Socrata/Kaggle Datasets/data.world/etc.),GitHub,Google Search,I collect my own data (e.g. web-scraping)","Arxiv,Blogs,College/University,Kaggle,Official documentation,Online courses,Personal Projects,Stack Overflow Q&A,Textbook,YouTube Videos",Very useful,Very useful,Not Useful,,,,Very useful,,,Very useful,Very useful,Very useful,,Very useful,Very useful,,,Somewhat useful,"KDnuggets Blog,The Data Skeptic Podcast,Other (Separate different answers with semicolon)",< 1 year,Nice to have,Nice to have,Necessary,Nice to have,Necessary,Necessary,Nice to have,Necessary,Nice to have,Necessary,,,,Coursera,Basic laptop (Macbook),11 - 39 hours,Github Portfolio,Sort of (Explain more),I did not complete any formal education past high school,,,"Data Analyst,Data Scientist,Predictive Modeler,Programmer","Online courses (coursera, udemy, edx, etc.)",NA,NA,NA,NA,NA,NA,"Supervised Machine Learning (Tabular Data),Time Series,Unsupervised Learning","Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Ensemble Methods,Gradient Boosting,Logistic Regression",I don't know/not sure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Company's Web site/job listing page,0,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Somewhat important,,Not important,Very Important,Very Important,Somewhat important,Somewhat important,Very Important,Very Important
Female,India,22,Employed part-time,,,No,Yes,Business Analyst,Fine,Employed by college or university,Python,Random Forests,R,"Google Search,Government website","Textbook,Tutoring/mentoring",,,,,,,,,,,,,,,Very useful,,Somewhat useful,,R Bloggers Blog Aggregator,< 1 year,Necessary,Nice to have,Necessary,Necessary,Necessary,Necessary,Necessary,Nice to have,Nice to have,Necessary,,,,,Other,2 - 10 hours,Experience from work in a company related to ML,No,Bachelor's degree,A social science,Less than a year,I haven't started working yet,"Online courses (coursera, udemy, edx, etc.)",0,10,0,0,0,90,Time Series,Logistic Regression,A bachelor's degree,Government,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Company's Web site/job listing page,1-2,Somewhat important,Very Important,Very Important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Very Important,Somewhat important,Not important,Somewhat important,Not important,Somewhat important,Somewhat important
Female,Kenya,43,Employed full-time,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,People 's Republic of China,42,Employed full-time,,,Yes,,Data Scientist,Fine,Employed by a company that performs advanced analytics,TensorFlow,Deep learning,Python,I collect my own data (e.g. web-scraping),"Official documentation,Online courses,Textbook,YouTube Videos",,,,,,,,,,Very useful,Very useful,,,,Very useful,,,Somewhat useful,"Becoming a Data Scientist Podcast,KDnuggets Blog,O'Reilly Data Newsletter",,,,,,,,,,,,,,,,,,,,Doctoral degree,Computer Science,6 to 10 years,"Data Analyst,Data Scientist,Programmer,Researcher,Software Developer/Software Engineer",University courses,30,30,20,20,0,0,"Recommendation Engines,Supervised Machine Learning (Tabular Data),Survival Analysis,Time Series,Unsupervised Learning","Bayesian Techniques,Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Ensemble Methods,Gradient Boosting,Logistic Regression,Neural Networks - CNNs,Neural Networks - RNNs",I prefer not to answer,Retail,"1,000 to 4,999 employees",Decreased slightly,6-10 years,An external recruiter or headhunter,Important,Build and/or run a machine learning service that operationally improves your product or workflows,"Laptop + Cloud service (AWS, Azure, GCE ...)",Relational data,Most of the time,1GB,"Decision Trees,Ensemble Methods,Neural Networks,Regression/Logistic Regression,Other","Amazon Web services,Hadoop/Hive/Pig,Java,Jupyter notebooks,Microsoft Excel Data Mining,Python,QlikView,Spark / MLlib,SQL,TensorFlow,Unix shell / awk,Other",,Often,,,,,,,Most of the time,,,,,,Most of the time,,Most of the time,,,,,,Most of the time,,,,,,,,Most of the time,Sometimes,,,,,,,,,Most of the time,Most of the time,,,,Sometimes,,Most of the time,Most of the time,,,"A/B Testing,Association Rules,Collaborative Filtering,Cross-Validation,Data Visualization,Decision Trees,Evolutionary Approaches,Gradient Boosted Machines,Logistic Regression,Naive Bayes,Neural Networks,Prescriptive Modeling,Recommender Systems,RNNs,Text Analytics,Time Series Analysis",Sometimes,Often,,,Often,Often,Often,Sometimes,,Often,,Sometimes,,,,Often,,Often,,Often,,Often,,Most of the time,Sometimes,,,,Sometimes,Most of the time,,,,25,25,30,10,10,0,Enough to explain the algorithm to someone non-technical,"Data Science results not used by business decision makers,Did not instrument data useful for scientific analysis and decision-making,Explaining data science to others,Lack of data science talent in the organization,Organization is small and cannot afford a data science team,The lack of a clear question to be answering or a clear direction to go in with the available data",,Often,Often,,,Sometimes,,,Most of the time,,,,,,,Most of the time,,,,Sometimes,,,10-25% of projects,Entirely internal,IT Department,weather data,,"Flat files not in a database or cache (e.g. CSV, JSON, XML, PNG, MPG),Key-value store (e.g. Redis/Riak),Other tabular (e.g. Cassandra/BigTable/BigQuery/Redshift),Row-oriented relational (e.g. MySQL/Microsoft SQL Server)",Company Developed Platform,,"Git,Other",,600000,CNY,Has stayed about the same (has not increased or decreased more than 5%),8,,,,,,,,,,,,,,,,,,
Male,Other,23,Employed part-time,,,No,Yes,Software Developer/Software Engineer,Fine,Employed by college or university,TensorFlow,Neural Nets,Python,Dataset aggregator/platform (i.e. Socrata/Kaggle Datasets/data.world/etc.),"Conferences,Kaggle,Online courses,Personal Projects,Stack Overflow Q&A,YouTube Videos",,,,,Somewhat useful,,Very useful,,,,Very useful,Somewhat useful,,Somewhat useful,,,,Somewhat useful,"Becoming a Data Scientist Podcast,KDnuggets Blog",1-2 years,Necessary,Nice to have,Unnecessary,Unnecessary,Nice to have,Nice to have,Nice to have,Nice to have,Nice to have,Necessary,,,,Coursera,Gaming Laptop (Laptop + CUDA capable GPU),11 - 39 hours,Online Courses and Certifications,No,Bachelor's degree,Computer Science,1 to 2 years,"DBA/Database Engineer,Programmer,Software Developer/Software Engineer",Self-taught,30,40,0,10,20,0,Supervised Machine Learning (Tabular Data),"Logistic Regression,Neural Networks - CNNs","Some college/university study, no bachelor's degree",Technology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tech-specific job board,16-20,Very Important,Somewhat important,Very Important,Very Important,Somewhat important,Not important,Not important,Somewhat important,Somewhat important,Somewhat important,Not important,Very Important,Not important,Somewhat important,Very Important,Very Important
